rank,name,ioc,dob
1225,Herman Hoeyeraal,NOR,2001-10-02
1226,Taketo Takamisawa,JPN,1998-05-18
1227,Kazuki Nishiwaki,JPN,1994-10-29
1228,Ignacio Antonio Becerra Otarola,CHI,2000-09-25
1229,Lorenzo Comino,ITA,2006-02-18
1229,Thomas Braithwaite,AUS,1999-12-09
1231,Tobia Costanzo Baragiola Mordini,ITA,
1232,Edouard Villoslada,FRA,2000-01-30
1232,Liam Branger,FRA,2001-01-24
1232,Timeo Trufelli,FRA,
1235,Liam Krall,USA,2002-05-20
1236,Gabriel Schenekenberg,BRA,2004-12-28
1237,Christian Djonov,GER,2000-03-14
1238,Giacomo Crisostomo,ITA,2003-07-29
1239,Maxence Rivet,FRA,2003-10-09
1240,Andrea Colombo,ITA,2002-11-04
1241,Yuquan Jin,CHN,2000-12-12
1242,Yuichiro Inui,JPN,1995-04-02
1243,Diogo Marques,POR,1999-08-08
1244,Tanishk Konduri,USA,2009-03-03
1245,Constant Lestienne,FRA,1992-05-23
1246,Niels Ratiu,BEL,2005-07-29
1247,Alex Chang,USA,1986-04-10
1248,Szymon Kielan,POL,2002-11-21
1249,Blake Mott,AUS,1996-04-21
1249,Noa Vukadin,CRO,2004-04-15
1251,Preston Stearns,USA,2004-01-30
1252,Kiranpal Pannu,NZL,1997-01-07
1253,Viktor Markov,BUL,2005-04-21
1254,Nicholas Godsick,USA,2004-09-15
1255,Darian King,BAR,1992-04-26
1255,Fnu Nidunjianzan,CHN,2004-01-07
1257,Oskari Paldanius,FIN,
1258,Liam Gavrielides,GER,2004-01-30
1259,Melvin Kumar,SWE,2006-06-18
1260,Bernardo Munk Mesa,ESP,2006-02-13
1261,Johan Oscar Lien,NOR,2007-09-15
1262,Leonardo Borrelli,ITA,2005-06-10
1263,Gilberto Ravasio,ITA,2004-10-01
1263,Patrik Munkhammar,SWE,2007-06-30
1265,Enrique Carrascosa Diaz,ESP,
1265,Justin Roberts,BAH,1996-12-04
1267,Jonas Pelle Hartenstein,GER,2001-07-27
1268,Daniel Bagnolini,ITA,2003-02-13
1268,Kuzey Cekirge,TUR,2000-04-29
1268,Vladan Tadic,BIH,2001-01-11
1271,Alexander Wagner,AUT,2006-09-29
1271,Vishnu Vardhan,IND,1987-07-27
1273,Xiaoyin Yang,CHN,2004-12-05
1274,Antoni Fabre,FRA,
1275,Ivan Denisov,RUS,2000-06-07
1276,Aldin Setkic,BIH,1987-12-21
1277,Sebastiano Cocola,ITA,
1278,Nikola Basic,CRO,2001-10-13
1279,Oskar Grzegorzewski,POL,2005-02-14
1280,Amador Salazar,CHI,2001-02-15
1280,Miha Vetrih,SLO,2002-09-11
1282,Aaron Gil Garcia,LUX,2003-10-02
1282,Alessio Basile,BEL,2004-08-07
1284,Conor Gannon,IRL,2002-06-06
1285,Alan Wazny,POL,
1286,Ethan Cook,AUS,2003-02-21
1286,Ronald Hohmann,USA,2001-08-01
1288,Daniel Uta,ROU,2006-11-14
1289,Louis Tessa,FRA,1998-04-06
1290,Luke Hooper,GBR,
1291,Victor Hugo Remondy Pagotto,BRA,2005-06-10
1292,Joshua Peck,CAN,1998-12-10
1293,Felipe De Dios,ARG,2003-08-19
1294,Corban Crowther,NZL,2003-04-23
1294,Melih Anavatan,TUR,
1296,Alp Horoz,TUR,1995-04-28
1296,Lucca Pinto,BRA,2003-03-04
1298,Nikola Jovic,SRB,2006-12-22
1299,Antoine Berger,FRA,1998-04-08
1299,Filippo Mazzola,ITA,2005-05-02
1299,Kerem Yilmaz,TUR,2007-03-31
1299,Vadym Konovchuk,UKR,2003-08-14
1303,Charles Chen,CHN,2007-12-20
1304,Sergi Fita Juan,ESP,
1305,Ivan Gretskiy,RUS,2006-03-07
1306,Samuele Seghetti,ITA,2006-08-16
1307,Rohan Murali,USA,2004-11-13
1308,Segundo Goity Zapico,ARG,2005-08-12
1309,Alejandro Hayen,MEX,1998-06-09
1310,Federico Zeballos,BOL,1988-05-30
1310,Max Dahlin,SWE,2005-12-27
1312,Mehdi Benchakroun,MAR,2003-12-21
1313,Ryan James Storrie,GBR,1998-02-28
1314,Filip Gustafsson,SWE,2005-01-29
1314,Iiro Vasa,FIN,2002-09-03
1314,Noah Johnston,USA,
1317,Rodrigo Fernandes,POR,2006-11-18
1318,Adil Kalyanpur,IND,2000-01-26
1318,Mark Whitehouse,GBR,1993-05-01
1320,Kriish Tyagi,IND,2007-04-23
1321,Michal Novansky,SVK,2002-08-19
1322,Khololwam Montsi,RSA,2002-11-20
1323,Marko Mesarovic,USA,
1323,Yannick Alexandrescou,ROU,2008-01-10
1325,Gavin Goode,USA,
1326,Harold Huens,BEL,2002-05-03
1326,Novak Novakovic,SRB,2001-02-10
1326,Yua Taka,JPN,
1329,Louis Dussin,FRA,1999-07-01
1330,Oscar Moraing,GER,2000-03-07
1331,James Connel,GBR,2003-03-03
1332,Remy Dugardin,FRA,
1333,Gilbert Soares Klier Junior,BRA,2000-05-16
1334,Theo Herrmann,FRA,2005-01-12
1335,Junhyeon Lee,KOR,
1336,Rodolfo Jauregui Sainz De Rozas,MEX,1993-10-02
1337,Arthur Bonnaud,FRA,1997-03-30
1338,Glib Sekachov,UKR,
1338,Jonas Kucera,CZE,2006-09-15
1338,Mateo Castaneda,COL,2006-01-11
1341,Gray Voelzke,USA,2002-08-20
1341,Lucca Liu,USA,2004-01-09
1343,Pablo Trochu,FRA,2003-10-21
1344,Dmitry Bessonov,RUS,
1344,Jan Klimas,CZE,
1346,Kabir Hans,IND,2001-08-21
1347,Yan Cheng Chen,TPE,2002-05-01
1348,Filippo Alberti,ITA,2003-06-24
1348,Noah Lopez Cherubino,ESP,
1350,Radovan Michalik,SVK,2003-05-21
1351,Kacper Knitter,POL,2007-07-09
1352,Reece Falck,NZL,2002-04-09
1353,Tyler Stice,USA,2000-08-02
1354,Fanming Meng,CHN,
1354,Jan Kupcic,SLO,2001-04-14
1354,Leonardo Cattaneo,ITA,2006-03-17
1357,James Beaven,GBR,2004-12-23
1358,Lucas Marionneau,FRA,2006-08-18
1359,Brandon Perez,VEN,2000-01-14
1360,Matas Vasiliauskas,LTU,2002-03-29
1360,Nicholas Roberts,FRA,2006-08-29
1362,Ioannis Kountourakis,GRE,2002-11-16
1363,Nikita Ianin,RUS,2001-09-07
1364,Jeremy Schifris,GER,2001-10-06
1365,Alexey Aleshchev,RUS,1998-12-28
1366,Joao Graa,POR,2000-12-10
1367,Cleeve Harper,CAN,2000-12-24
1368,Elliot Benchetrit,MAR,1998-10-02
1368,Santiago Lora,BOL,2007-10-03
1370,Jaden Weekes,CAN,2004-08-29
1370,James Hopper,GBR,2001-07-05
1370,Jeremy Jin,AUS,2004-06-27
1373,Luc Koenig,GBR,2003-08-03
1373,Thijmen Loof,NED,2002-07-15
1375,Edoardo Cherie Ligniere,ITA,2004-06-19
1375,Jeremy Zhang,AUS,2005-07-12
1377,Alexander Frusina,USA,2005-12-17
1377,Asahi Harazaki,JPN,
1377,Pawel Cias,POL,1994-02-22
1380,Saki Tange,JPN,2004-01-14
1380,Stefan Latinovic,SRB,1999-11-22
1382,Alessio Vasquez Gehrke,GER,2003-06-09
1382,Georgi Georgiev,BUL,2006-09-27
1384,Frazier Rengifo,COL,1999-01-19
1384,Jaesung Choe,KOR,1999-10-21
1386,Amir Milushev,UZB,2005-06-18
1386,Konstantin Zhzhenov,RUS,2004-04-17
1386,William Jansen,GBR,2004-12-06
1386,William Mirarchi,ITA,2006-06-30
1390,Charlelie Cosnet,FRA,2003-02-01
1390,Damien Salvestre,FRA,2002-02-05
1390,Noah Lopez,SUI,2002-02-25
1390,Stefan Horia Haita,ROU,2007-06-06
1394,Ymerali Ibraimi,AUS,2009-02-13
1395,Stefan Cooper,GBR,1996-06-17
1396,Alexis Gurmendi,ARG,1997-09-10
1397,Laurence Teunissen,NED,
1398,Achilles Belkovics,HUN,
1398,Nick Chappell,USA,1992-09-19
1400,Dillon Beckles,USA,
1400,Peetu Pohjola,FIN,2001-01-21
1400,Yuttana Charoenphon,THA,2000-08-14
1403,Bill Chan,SGP,
1404,Diego Jarry Fillol,USA,2003-02-11
1404,Siddharth Vishwakarma,IND,1994-10-07
1404,Uladzimir Ignatik,BLR,1990-07-14
1407,Pierre Antoine Faut,FRA,
1407,Vardan Manukyan,RUS,2004-11-11
1409,Flynn Thomas,SUI,
1409,Jarno Jans,NED,2000-06-07
1411,Hugo Maia,POR,2001-04-01
1412,Raghav Jaisinghani,IND,1998-01-20
1413,Elias Julian Werner,GER,
1414,Ioan Alexandru Chirita,ROU,2002-12-30
1415,Mac Visser,NED,2005-03-24
1416,Valentino Grippo,ARG,
1417,Daniel Khazime,RUS,2005-01-04
1417,Gabriele Volpi,ITA,1996-04-12
1417,Riku Takahata,JPN,2001-10-01
1420,Lorenzo Beraldo,ITA,2006-09-22
1420,Toprak Avcibasi,TUR,2004-05-09
1420,Victor Braga,BRA,2005-01-04
1423,Arthur Bellegy,FRA,
1423,Aryan Lakshmanan,IND,2005-06-28
1425,Antonio Voljavec,CRO,2006-02-25
1425,Vuk Radjenovic,SRB,2005-05-12
1427,Mariano Tammaro,ITA,2004-02-27
1427,Richard Antoni,GER,
1429,Fadi Bidan,LBN,2006-01-01
1429,Joe Leather,GBR,
1429,Pijus Vaitiekunas,LTU,2003-02-27
1432,Christopher Papa,USA,2001-04-24
1433,Alessandro Battiston,ITA,
1433,Hiromasa Koyama,JPN,2007-12-13
1435,Luka Talan Lopatic,SLO,2007-12-26
1436,Gabriele Crivellaro,ITA,2007-04-05
1436,Jack Bruce Smith,AUS,2001-11-08
1438,Alan Bojarski,POL,2003-07-22
1438,Andrin Casanova,SUI,2004-07-23
1440,Matteo Fondriest,ITA,2004-09-10
1441,Louis Van Herck,LUX,1999-07-02
1441,Ty Host,AUS,2007-05-05
1443,Jonathan Mridha,SWE,1995-04-08
1443,Michael Gloeckler,AUT,1998-09-13
1445,Andrea Bacaloni,ITA,2002-04-03
1446,Roman Kharlamov,RUS,
1447,Yassine Smiej,MAR,2000-01-07
1448,Aleksi Lofman,FIN,2002-02-21
1448,Amirkhamza Nasridinov,RUS,2005-08-28
1448,Guy Orly Iradukunda,BDI,1996-03-21
1448,Kaito Uesugi,JPN,1995-06-02
1448,Theodore Winegar,USA,2001-07-10
1453,Davide Tortora,ITA,2000-09-22
1453,Muzammil Murtaza,PAK,1999-11-12
1455,Hugo Car,FRA,2002-09-16
1456,Daniel Cukierman,ISR,1995-07-09
1457,Azuma Visaya,USA,2003-08-19
1457,Hugo Coquelin,GBR,2005-10-03
1457,Sebastian Eriksson,SWE,2005-05-01
1460,Corey Craig,USA,2003-11-17
1460,Guillermo Tunas,MEX,2000-12-18
1460,Steven Diez,CAN,1991-03-17
1463,Bryce Nakashima,USA,2004-02-20
1463,Cesar Cruz,ESA,2006-09-11
1465,Paul Barbier Gazeu,FRA,2005-06-01
1465,Sho Katayama,JPN,1989-05-12
1465,Timo Legout,FRA,2002-03-13
1468,Stepan Baum,CZE,2003-07-26
1469,Maxime Cressy,USA,1997-05-08
1469,Moritz Kudernatsch,GER,2005-05-03
1471,Anton Chekhov,RUS,1992-09-15
1471,Congsup Congcar,THA,1996-08-21
1471,Walid Ahouda,MAR,2003-10-14
1474,Vasco Leote Prata,POR,2003-09-18
1475,Alberto Lim,PHI,1999-05-16
1475,Dax Donders,NED,2000-07-14
1477,Nicola Rispoli,ITA,1997-07-31
1477,Pranav Kumar,USA,1999-08-31
1479,Davide Pontoglio,ITA,1992-07-02
1479,Kai I Wang,TPE,2004-07-24
1479,Karlo Kajin,CRO,1999-10-28
1479,Romain Gales,FRA,2004-07-07
1479,Toshiki Karigyo,JPN,2001-12-30
1484,Gustavo Albieri,BRA,2007-12-17
1485,Ko Suzuki,JPN,1991-08-03
1485,Sergey Petrov,RUS,
1487,Aleksander Orlikowski,POL,2003-10-18
1487,Dian Nedev,BUL,2001-01-03
1487,Jirat Navasirisomboon,THA,1996-11-17
1487,Nemanja Malesevic,BIH,2001-08-19
1491,Lingxi Zhao,CHN,2000-01-07
1491,Shu Muto,JPN,
1491,Zane Stevens,AUS,2006-05-15
1494,Martyn Pawelski,POL,2004-11-07
1495,Benjamin Ignacio Torres Fernandez,CHI,2003-10-12
1496,Alexis Canter,GBR,1998-06-03
1496,Nicolas Esteban Rico Arias,COL,2000-12-07
1496,Valentin Garay,ARG,2007-03-28
1499,Alexandre Reco,FRA,1999-04-27
1499,Richard Zusman,USA,2000-08-22
1499,Thomas Gerbaud,FRA,2004-06-27
1502,Gabor Hornung,HUN,2005-05-09
1503,Alberto Bronzetti,ITA,1998-05-05
1503,Andrea Paolini,ITA,2002-11-09
1503,Manvydas Balciunas,NED,2006-03-29
1503,Matei Florin Breazu,ROU,2008-04-12
1503,Naoki Tajima,JPN,2000-09-21
1503,Oskari Eerola,FIN,2002-04-02
1509,Kosuke Shibano,JPN,
1509,Rafael Giotis,GER,2000-11-25
1509,Valentin Guadagno,ARG,
1512,Udit Kamboj,IND,
1513,Amine Jamji,MAR,
1513,Bautista De La Pena,BRA,2009-06-19
1513,David Naharro,ESP,2003-09-23
1513,Sebastian Grundtvig Jorgensen,DEN,2001-03-31
1513,Vito Dellelba,ITA,1999-02-06
1518,Kevin Edengren,SWE,2005-07-01
1518,Kylian Collignon,BEL,2005-04-18
1518,Lasse Poertner,GER,2005-11-22
1518,Mathys Picard,FRA,2007-12-20
1518,Sergio Planella Hernandez,ESP,
1523,Weiwen Pan,CHN,2005-11-12
1524,Alexander Zgirovsky,BLR,2001-07-10
1524,Hitesh Chauhan,IND,2007-12-25
1524,Silvio Mencaglia,ITA,2004-09-02
1524,Vlad Cristian Breazu,ROU,2003-12-24
1528,Alessandro Coccioli,ITA,2002-08-05
1528,Nico Hipfl,AUT,2006-04-03
1528,Nik Mikovic,SLO,2004-08-29
1528,Oren Vasser,USA,2000-02-23
1528,Pepijn Bastiaansen,NED,2005-07-19
1533,Xavi Palomar,ESP,
1534,Arjun Mehrotra,AUS,1997-03-31
1534,Francesco Ferrari,ITA,1997-06-22
1536,Daniel Verbeek,NED,2004-06-25
1536,Fumin Jiang,CHN,
1538,Stijn Pel,NED,2002-04-24
1539,Mihai Alexandru Coman,ROU,2005-01-15
1540,Aaron Funk,GER,2006-01-26
1541,Daniel Batista,POR,1998-12-06
1541,Manel Lazaro Juncadella,ESP,2006-03-27
1543,Tadeo Meneo,ARG,2005-05-25
1544,Loren Thomas Byers,USA,2001-11-20
1544,Manuel Guinard,FRA,1995-11-15
1544,Patrik Niklas Salminen,FIN,1997-03-05
1544,Patrik Trhac,USA,1998-10-31
1544,Reese Stalder,USA,1996-11-12
1544,Samir Iftikhar,PAK,1992-03-23
1544,Siphosothando Montsi,RSA,1999-11-09
1544,Yousaf Khalil,PAK,1999-04-01
1552,Adit Sinha,USA,2003-09-18
1552,Kelly Giese,USA,2004-07-20
1552,Luciano Carraro,ITA,1998-04-22
1552,Tom Hands,GBR,1996-11-02
1556,Alexey Zakharov,RUS,2000-04-21
1556,Daniel Phillips,BER,2005-02-16
1556,Harrison Satara,AUS,2007-05-03
1556,Justin Barki,INA,2000-05-26
1556,Matisse Farzam,USA,2007-02-22
1556,Oliver Ojakaar,EST,2005-02-10
1556,Samuel Brosset,FRA,1998-01-14
1556,Will Mayew,USA,2004-04-28
1564,Damien Clerc,FRA,
1564,Thai Son Kwiatkowski,USA,1995-02-13
1566,Alexander Razeghi,USA,2006-05-10
1566,Dominick Mosejczuk,USA,2007-01-13
1566,Fantino Alberca,ARG,2005-02-01
1566,Hudson Rivera,USA,2004-05-29
1566,Isac Stroemberg,SWE,2003-02-03
1566,Weiyi Kong,CHN,
1566,Wissam Abderrahman,TUN,2003-10-13
1573,Antonin Witz,FRA,2008-07-01
1573,Oscar Brown,GBR,2002-05-12
1575,Deney Wassermann,NED,2001-03-25
1576,Felipe Virgili Berini,ITA,2005-01-20
1576,John Bothma,RSA,2008-02-01
1576,Maciej Rajski,POL,1991-05-03
1576,Mathys Domenc,FRA,2009-07-19
1576,Nikolas Stoot,USA,2007-11-29
1576,Siwanat Auytayakul,THA,2004-08-12
1576,Teodor Davidov,USA,
1576,Timofey Stepanov,SUI,2003-07-28
1576,Vincent Reisach,GER,2009-03-13
1576,Ye Chen,CHN,
1586,Clement Lemire,FRA,2006-12-05
1586,Ilyas Milad Fahim,MAR,2005-09-01
1586,Nathan Cox,USA,
1586,Yazid Lahjomri,MAR,2005-06-13
1590,Ainius Sabaliauskas,LTU,2003-07-26
1590,Alex Kobelt,USA,1997-04-14
1590,Julien De Cuyper,FRA,1999-05-18
1590,Matthew Rankin,GBR,2004-07-22
1590,Ryan Augusto Dos Santos,BRA,2003-07-29
1595,Felipe Dreer,ARG,
1595,Gasper Matijasic,SLO,
1595,Ilija Palavestra,USA,
1595,Niccolo Baroni,ITA,2003-12-04
1595,Ren Nakamura,JPN,1995-01-31
1595,Rihards Neimanis,LAT,2008-02-26
1595,Valentin Vanta,ROU,1997-09-28
1602,Artem Bogomolov,RUS,
1602,Emirhan Bulut,TUR,2006-06-06
1602,Jake Dembo,AUS,
1602,Juan Ignacio Gallego,ARG,
1602,Nicolas Hollender,ARG,2001-09-20
1607,Arnav Paparkar,IND,2008-02-18
1607,Mahmoud Chetouane,TUN,2008-05-08
1607,Peter Alam,GBR,2002-04-29
1607,Sean Hodkin,GBR,1998-10-31
1607,Stefan Storch,AUS,
1607,Stevan Popovic,GER,2001-10-29
1607,Viktor Jovic,SRB,2002-01-24
1607,Yunseok Jang,KOR,2003-05-06
1615,Gabriele Vulpitta,ITA,2005-06-25
1616,Breno Braga,BRA,2005-01-04
1616,Daniel Jovanovski,AUS,2008-02-01
1616,Darius Florin Pop,ROU,2004-04-30
1616,Edoardo Zanada,ITA,2000-11-06
1616,Emanuel Ivanisevic,CRO,2007-10-12
1616,Tilen Kovac,SLO,2002-08-02
1622,Aristarkh Safonov,RUS,2003-03-05
1622,Arthur Laborde,SUI,2004-06-03
1622,Ashton Mcleod,AUS,2007-07-13
1622,David Fix,GER,2005-02-05
1622,Jonas Eriksson Ziverts,SWE,1999-01-08
1622,Juan Pablo Paz,ARG,1995-01-04
1622,Luca Fantini,ITA,2000-07-20
1622,Michalis Sakellaridis,GRE,2001-01-15
1622,Noah Brownrigg,AUS,2006-11-20
1622,Zekai Li,CHN,2000-01-31
1632,Patricio Alvarado,ECU,1989-10-06
1632,Ryotero Matsumura,JPN,1996-09-24
1632,Zangar Nurlanuly,KAZ,2008-07-04
1635,Andrea M'Chich,FRA,
1635,Benoit Torcq,BEL,2005-08-21
1635,Carl Holder,FRA,2006-07-10
1635,Chun Chien Hou,TPE,2006-02-13
1635,Gheorghe Claudiu Schinteie,ROU,2002-03-13
1635,Juan Jose Bianchi,VEN,2001-01-09
1635,Matteo Lavizzari,SUI,2005-03-13
1635,Mattia Nannelli,ITA,
1635,Stephane Pierre Jo Kamendje,CAN,
1635,Volodymyr Gurenko,CAN,
1645,Daniel Domingos,AGO,
1645,Madhwin Kamath,IND,2001-11-10
1647,Aleksa Pisaric,SRB,2005-11-04
1647,Bora Sengul,TUR,2001-10-30
1647,Darrshan Suresh,MAS,2001-02-07
1647,Ian Luca Cervantes Tomas,MEX,2003-11-04
1651,Benjamin Gusic Wan,GBR,2007-11-21
1652,Federico Valle,ITA,2000-04-04
1652,Gian Gruenig,SUI,2000-03-02
1652,Jonas Gundacker,AUT,2002-12-07
1652,Noah Karma,SUI,
1652,Tom Sickenberger,GER,
1657,Drew Van Orderlain,USA,1994-06-30
1658,Alvaro Peiro Serrano,ESP,2004-03-16
1658,Benjamin Hannestad,DEN,1997-02-14
1658,Haoyuan Huang,CHN,2002-11-29
1658,Zhengyu Sun,CHN,2006-10-09
1662,Alejandro Lopez Escribano,ESP,2006-05-12
1662,Dmitry Kopilevich,SLO,2006-10-28
1662,Pierre Antoine Tailleu,FRA,2003-08-30
1662,Tanguy Genier,SUI,1998-02-04
1662,Ye Hongyu,CHN,2004-12-05
1667,Zhenxiong Dong,CHN,1998-11-05
1668,Gokberk Saritas,TUR,2003-07-18
1668,Lawrence Bataljin,AUS,1996-05-22
1670,Alexandre Aubriot,FRA,1999-06-06
1670,Alfred Almasi,SVK,
1670,Bruno Pujol Navarro,ESP,2001-08-27
1670,Casper Christensen,NOR,2002-08-11
1670,Connor Doig,RSA,
1670,Cristian Rodriguez,COL,1990-06-24
1670,David Bakonyi,HUN,2006-07-31
1670,Diego Eduardo Munoz Navia,BOL,2006-01-16
1670,Ignacio Novo,ARG,2000-06-30
1670,Ivan Liutarevich,BLR,1996-02-20
1670,Jagger Leach,USA,2007-06-10
1670,Marko Milosavljevic,SRB,
1670,Oliver Andre Solis Encinas,BOL,
1670,Seita Watanabe,JPN,2000-12-25
1670,Tomas Zurmendi,URU,2009-02-25
1670,Valentino Conte,ARG,2004-09-10
1686,Baltazar Wiger Nordas,NOR,2003-12-31
1686,Billy Blaydes,GBR,2003-12-09
1686,Eudald Gonzalez,ESP,2008-04-16
1686,Henrique Ortenblad Nogueira,BRA,2003-03-25
1686,Jack Satterfield,USA,
1686,Loan Lestir,FRA,2005-09-02
1686,Marcel Latak,USA,2009-01-22
1686,Mario Mansilla Diez,ESP,2002-05-12
1686,Markos Kalovelonis,GRE,1994-05-18
1686,Max Sheldon,USA,2003-05-16
1686,Neo Niedner,GER,2003-08-03
1686,Nikita Filin,USA,2006-05-03
1686,Saahith Jayaraman,USA,
1686,Sergio Luis Hernandez Ramirez,COL,1999-08-28
1686,Vito Tonejc,CRO,1999-07-02
1701,Anthony Wright,GBR,2004-09-09
1701,Bastian Berenz,AUT,
1701,Benjamin Chelia,ARG,2008-06-09
1701,Diego Duran,ESA,
1701,Ignacio De Armas,VEN,2009-01-02
1701,Illya Marchenko,UKR,1987-09-08
1701,Leon Sloboda,SVK,
1701,Min Ho Ko,KOR,2007-07-28
1701,Nikita Volonski,AUS,2001-09-07
1701,Noritaka Koizumi,JPN,2003-06-11
1701,Oscar Lacides,GUD,2004-10-24
1701,Petar Jovanovic,MNE,2003-07-23
1701,Skander Mansouri,TUN,1995-07-23
1701,Vit Kalina,CZE,2005-07-12
1701,Yaraslav Shyla,BLR,1993-03-05
1716,Alex Jones,USA,1998-11-07
1716,Antonio Caruso,ITA,1999-08-14
1716,Arvid Nordquist,SWE,1998-06-08
1716,Eli Stephenson,USA,2004-12-02
1716,Emiliano Jorquera,CAN,2003-11-17
1716,Hao Sheng Koay,MAS,1998-07-27
1716,Linus Lagerbohm,FIN,2007-12-10
1716,Ondrej Horak,CZE,2002-10-14
1716,Photos Photiades,CYP,2003-10-17
1716,Santiago Pesino,ARG,2007-03-27
1726,Andres Delgadillo,MEX,
1726,Bengt Johan Reinhard,GER,2007-03-08
1726,Benjamin Vitter,FRA,2003-01-13
1726,Bharath Nishok Kumaran,IND,1998-03-21
1726,Botond Kisantal,HUN,2005-08-31
1726,Christian Wedel,GER,
1726,Diogo Morais,POR,2004-08-20
1726,Espen Lagarde,FRA,2001-12-17
1726,Federico Guarducci,ITA,2004-03-22
1726,Francisco Tomas Geschwind,ARG,2003-03-27
1726,Iker Urribarrens Ramirez,ESP,2004-03-23
1726,Justas Trainauskas,LTU,2002-02-18
1726,Lewie Lane,GER,2001-01-02
1726,Martins Rocens,LAT,2000-04-09
1726,Mikal Oliver Statham,NZL,1987-04-25
1726,Nicola Senn,SUI,
1726,Petr Michnev,CZE,1989-08-03
1726,Thomas Fancutt,AUS,1995-02-25
1726,Tito Chavez,ESP,2008-02-01
1726,Tobia Grandinetti,ARG,2004-02-02
1726,Viacheslav Ovchinnikov,RUS,2002-08-29
1726,Vladimir Bazilevskiy,ISR,2005-08-11
1726,Yeongseok Jeong,KOR,2000-03-04
1749,Benjamin Perez,CHI,2007-05-22
1749,Kane Bonsach Ganley,DEN,2004-11-02
1749,Lorenzo Berto,ITA,2007-06-03
1749,Ryusuke Horiuchi,JPN,1998-09-21
1753,Admir Kalender,CRO,2001-01-12
1753,Aleksandar Mihailovic,SRB,2002-08-21
1753,Cing Yang Meng,TPE,1998-07-19
1753,Daniel Aleksandar Amarandei,ITA,2007-11-02
1753,Dmytro Shirokyi,UKR,2006-07-02
1753,Evan Burnett,USA,2006-03-22
1753,Henry Lieberman,USA,2000-05-01
1753,Hernando Jose Escurra Isnardi,PAR,1997-12-13
1753,Hugo Cardinaud,FRA,
1753,Ilias Zimmermann,SUI,
1753,Jakub Kroslak,SVK,2003-06-01
1753,Juan Carlos Fuentes Vasquez,ESA,2005-09-17
1753,Kian Vakili,USA,2003-10-21
1753,Lenny Couturier,FRA,2008-10-20
1753,Mariano Dedura Palomero,GER,2005-11-22
1753,Nikola Djukic Valera,ESP,
1753,Noah Schlagenhauf,GER,2002-12-13
1753,Oskar Jansson,SWE,2004-11-20
1753,Sekou Bangoura,USA,1991-11-18
1753,Simone Massellani,ITA,2008-01-12
1753,Yu Tanaka,JPN,2003-09-14
1774,Jerrid Gaines,USA,2009-06-02
1774,Mak Mikovic,SLO,2006-05-15
1774,Marco Furlanetto,ITA,2001-03-02
1777,Ammar Elamin,IRL,2002-06-19
1777,Bogdan Bobrov,RUS,1997-09-16
1777,David Petrovic,GER,2004-11-24
1777,Diego Ortiz Gamonsl,CHI,2003-10-01
1777,Gunawan Trismuwantara,INA,2003-01-09
1777,Hamza El Amine,MAR,2004-04-12
1777,Ivan Dreycopp,ARG,2003-08-23
1777,Jiri Vesely,CZE,1993-07-10
1777,Jules Leroux,FRA,2005-08-19
1777,Julien Penzlin,GER,2002-06-14
1777,Jun Hao Luo,CHN,2007-12-03
1777,Leonardo Angeloni,ITA,2005-02-03
1777,Matt Kleiman,USA,
1777,Minjong Park,KOR,2001-10-22
1777,Patrik Homola,CZE,2004-02-10
1777,Pedro Andre De Almeida Santos,BRA,2004-08-08
1777,Roman Postolka,CZE,1999-04-07
1777,Shanker Heisnam,IND,
1777,Stefan Ilie Bogdan Petre,ROU,2008-05-06
1796,Javier Molino,ESP,2001-05-14
1796,Matthew Segura,USA,2000-09-19
1796,Mikel Martinez,ESP,2000-10-16
1796,Shaoyun Liu,CHN,2002-01-27
1800,Alex Santino Nunez Vera,PRY,
1800,Bang Shuo Yin,TPE,1999-02-27
1800,Daniel Lara Salmeron,ESP,2001-06-21
1800,Dmitry Dolzhenkov,RUS,2004-08-10
1800,Esteban Talavera Cortes,ESP,
1800,Filiberto Fumagalli,ITA,2002-06-28
1800,Giammarco Gandolfi,ITA,2004-01-24
1800,Gus Grumet,USA,2007-11-30
1800,Hugo Ouzilou,SUI,2003-07-06
1800,Justin Lenders,SUI,
1800,Kunanan Pantaratorn,THA,2008-07-19
1800,Laurin Aerne,SUI,1999-01-18
1800,Luc Fomba,FRA,1999-02-22
1800,Luke Simkiss,GBR,1998-08-17
1800,Makar Krivoshchekov,RUS,2006-01-01
1800,Marvin Bernardo Becker Spiering,BRA,1997-09-08
1800,Miles Clark,USA,
1800,Nav Dayal,USA,
1800,Nicola Ion,CAN,
1800,Noah Regas Luis,ESP,2004-04-28
1800,Ruslan Serazhetdinov,RUS,2005-03-17
1800,Simone Agostini,ITA,1997-03-29
1800,William Nolan,GBR,2003-05-01
1800,Yeonsu Jeong,KOR,
1800,Yoshka Sborowsky,FRA,
1825,Maikel De Boes,BEL,2002-04-25
1825,Sebastian Dominguez,GUA,2002-06-22
1827,Ajay Malik,IND,2003-01-16
1827,Alex Finkelstein,USA,2002-10-24
1827,Caheer Warik,IND,
1827,Dakotah Bobo,USA,2003-01-16
1827,Drazen Petrovic,BIH,2002-11-03
1827,Ha Minh Duc Vu,VIE,2003-05-13
1827,Jan Wygona,POL,
1827,Jeffrey Fradkin,USA,2001-11-29
1827,Jesse De Jager,NED,2002-04-05
